Key,Id,English (United States)(en-US),Korean (South Korea)(ko-KR)
"UI_Character_1401",94180050729951253,"Highnickel","하이니켈"
"UI_CharacterAttack_101",94180050734145536,"Throw an icicle at a distant enemy. Icicles cause additional damage in proportion to the distance.","먼거리의 적에게 고드름을 던집니다. 고드름은 거리에 비례하여 추가 피해가 발생합니다."
"UI_CharacterAttack_102",94180050734145537,"Kiring sacrifices his land first with a commitment to anyone.","키링은 누구에게나 헌신적인 태도로 자신의 땅을 먼저 희생시킵니다."
"UI_CharacterAttack_103",94180050734145538,"Dark Ridge fires two crescent spheres. The crescent sphere slows down the opponent, just like the Lazy.","두 개의 초승달 구체를 발사합니다. 초승달 구체는 레이지와 마찬가지로 상대를 느리게합니다."
"UI_CharacterAttack_201",94180050734145539,"When selling a 4-star lemmingrich, you can get additional droplets. Also, they are hiding hidden missions.","4성 레밍리치를 판매할 시, 추가 물방울을 얻을 수 있습니다. 또한, 히든 미션을 숨기고 있습니다."
"UI_CharacterAttack_202",94180050734145540,"Basic wolf deals 2 times more critical damage.","아기 늑대는 2배의 크리티컬 데미지를 입힙니다."
"UI_CharacterAttack_203",94180050734145541,"If there are no allies within a space nearby, it becomes a runaway.
In the event of a runaway, additional attack power and additional attack speed are obtained.","근처 1칸이내에 아군이 없다면 폭주 상태가 됩니다.
폭주 시, 추가 공격력과 추가 공격속도를 얻습니다."
"UI_CharacterAttack_301",94180050734145542,"It transforms every hour and attacks very fast.","일정 시간마다 변신하여 매우 빠른 속도로 공격합니다."
"UI_CharacterAttack_302",94180050734145543,"When attacking, if the enemy's physical strength is below a certain level, he will kill the target with a single blow.","공격을 가했을 때, 적의 체력이 일정 이하라면 일격에 대상을 처치합니다."
"UI_CharacterAttack_401",94180050734145544,"launch a powerful ice structure in far distance.
Ice concrete leaves a circular plate
Monsters passing through the chapter is slow.","먼 거리에서 강력한 얼음 구체를 발사합니다.
얼음 구체는 원형 장판을 남기며,
장판을 지나는 몬스터는 모두 느려집니다."
"UI_CharacterAttack_402",94180050734145545,"Fire an electric current at the monster. Electricity is transmitted around the electrocuted enemy, and the attack continues until the first electrocuted enemy dies.","몬스터에게 전류를 발사합니다. 감전당한 적을 중심으로 전기가 전이되며, 최초로 감전당한 적이 죽을때까지 공격이 지속됩니다."
"UI_CharacterAttack_403",94180050734145546,"Fire a single dark sphere, leaving a dark mark. When four dark markers overlap, additional damage occurs.","단일 어둠 구체를 발사하여 어둠 표식을 남깁니다. 어둠 표식은 4개가 중첩될 시, 추가 피해가 발생합니다."
"UI_CharacterAttack_1101",94180050734145547,"Damage goes up every time the wave passes.","웨이브가 지날때마다 데미지가 상승합니다."
"UI_CharacterAttack_1201",94180050734145548,"Fire a water cannon to slow the target.","물대포를 발사하여 대상을 느리게합니다."
"UI_CharacterAttack_1301",94180050734145549,"I pick things up from the sea every other cycle","일정 주기마다 바다에서 물건을 주워옵니다. (꽝/물방울/폭탄)"
"UI_CharacterAttack_1401",94180050734145550,"When highnickel appears, all monsters present in the field are caught in the stun.","하이니켈이 등장할 때, 필드에 존재하는 모든 몬스터가 스턴에 걸립니다."
"UI_CharacterInfo_101",94180050734145551,"I'm not like that green throwing a snowball!","나는 눈덩이나 던지는 저 애송이와는 다르다고!"
"UI_CharacterInfo_102",94180050734145552,"I'm always trying for the happiness and well-being of others.
But… why are you putting me on the edge…?","언제나 다른 이들의 행복과 안녕을 위해 노력하고 있어요.
하지만… 왜 저를 모퉁이에 세우시는 거죠…?"
"UI_CharacterInfo_103",94180050734145553,"Hell, I hate being busy...!
Hey foxy!","젠장, 바쁜건 딱 질색인데 말이야!"
"UI_CharacterInfo_201",94180050734145554,"Environment? Trash? What's so important!
The most important thing is money!","환경? 쓰레기? 그까짓게 뭐가 중요해!
가장 중요한건 돈이야!"
"UI_CharacterInfo_202",94180050734145555,"Wait a minute...!
 I got my nails done !!","잠깐만…!
네일 받은 지 얼마 안 됐단 말이야!"
"UI_CharacterInfo_203",94180050734145556,"Don't get in the way of it.","걸리적거리지말고 썩 꺼져라."
"UI_CharacterInfo_301",94180050734145557,"Freedom and rest... Everyone needs a place to rest.","자유와 휴식… 쉴 수 있는 공간은 누구에게나 필요한 법이오."
"UI_CharacterInfo_302",94180050734145558,"It's a horn that's been beaten a thousand times!","이것이야 말로 천 번 두들겨 만든 뿔이다!"
"UI_CharacterInfo_401",94180050734145559,"The glacier is a burden!
Recall that breaking glaciers is a challenge to luggage!
You have the honor of guarding your luggage!","빙하는 곧 짐이다!
빙하가 깨진다는 것은 짐에 대한 도전임을 상기하라!
짐을 지킨다는 것에 명예가 있으리!"
"UI_CharacterInfo_402",94180050734145560,"Electric magic is full of bright light and energy.
I'm proud to light up the surroundings and protect the glaciers and the surrounding environment with the power to defeat the darkness.
House...I'm obsessed with it!","전기 마법은 밝은 빛과 에너지로 가득 차 있어요.
나는 주변을 화려하게 밝히고, 어둠을 무찌르는 힘으로 빙하와 주변 환경을 보호하는 것이 자랑스러워요.
집…집착은 있지만요!"
"UI_CharacterInfo_403",94180050734145561,"Why protect the glacier? I'm not interested in that sort of thing.
If you want help, why don't you dye the ice black?","빙하를 지키는 이유? 그딴거에 관심 없어.
도움 받고 싶다면 그 빙판을 검게 염색이라도 하지 그래!?"
"UI_CharacterInfo_1101",94180050734145562,"Bang! Bang! Bang! Doo Doo Doo Doo Doo!
How does my water gun taste!","빵야 빵야! 두두두두두!
내 물총 맛이 어떠냐!"
"UI_CharacterInfo_1201",94180050734145563,"The Dragon Palace... She disappeared with the little mermaid!","용궁이… 인어 공주님과 함께 사라졌어요!"
"UI_CharacterInfo_1301",94180050734145564,"Please don't throw away the net!!! Please!","제발 그물망은 버리지 마세요!!! 제발!"
"UI_CharacterInfo_1401",94180050734145565,"What! I get tired easily?!
How dare you! why don`t you try electric!","뭐! 내가 금방 지친다고?!
네가 한 번 전기를 만들어봐!"
"UI_Buy_Complete",94180050734145566,"Complete","구매 완료"
"UI_Energy_Store_Desc",94180050734145567,"Do you want to recharge your energy?","에너지를 충전하시겠습니까?"
"UI_Grade_0",94180050738339840,"Common","일반"
"UI_Grade_4",94180050738339841,"Rare","유니크"
"UI_Grade_9",94180050738339842,"Legendary","전설"
"UI_Mission",94180050738339843,"Mission","미션"
"UI_MissionGroup_4",94180050738339844,"Power of Union","조합원의 힘"
"UI_Withdrawal_Confirm",94180050742534144,"Withdrawal","탈퇴하기"
"UI_Loading_2",94180050742534145,"Get the best record and challenge the ranking!","최고 기록을 달성하고 랭킹에 도전해보세요!"
"UI_Loading_3",94180050742534146,"The horns of Beosk were made by Hammering!","버스크의 뿔은 해머링이 만들어줬답니다!"
"UI_Loading_4",94180050742534147,"Weekly rankings are counted every Wednesday.","위클리 랭킹은 매주 수요일에 집계됩니다."
"UI_Loading_5",94180050742534148,"Why don't you use a tumbler rather than a disposable cup?","일회용 컵보다 텀블러를 사용해보는 건 어떨까요?"
"UI_Loading_6",94180050742534149,"Generating icicles...","고드름 얼려오는 중..."
"UI_Loading_7",94180050742534150,"Fortis feels sorry for Foxy, who was ruled by black magic…","포티스는 흑마법에 지배당한 폭시를 안타까워한답니다…"
"UI_Loading_8",94180050742534151,"I'm bringing in friends to fight with.","함께 싸울 친구들을 불러오고 있어요."
"UI_Loading_9",94180050742534152,"Pengo are a famous penguin family in Antarctica!","펭고는 남극에서 유명한 펭귄 가문이에요!"
"UI_Loading_10",94180050742534153,"Lemmingrich stole the treasures of the Pengo family.","레밍리치는 펭고 가문의 보물을 훔쳐 달아났답니다."
"UI_Loading_11",94180050742534154,"Use your friends' characteristics to use various strategies!","친구들의 특성을 이용해 다양한 전략을 구사해보세요!"
"UI_Loading_12",94180050742534155,"The performance of all characters comes at a level that matches the level.","모든 캐릭터의 성능은 레벨에 걸맞는 수준으로 제공됩니다."
"UI_Loading_13",94180050742534156,"Willow! The ice is too narrow to wield a big knife.","윌러! 큰 칼을 휘두르기에는 빙판이 너무 좁습니다."
"UI_Loading_14",94180050742534157,"Drag the same character(friends) to merge it!","똑같이 생긴 친구들을 드래그하여 합성해보세요!"
"UI_Loading_15",94180050742534158,"You can get an extra bonus if you have more than 50 drops!","보유한 물방울이 50개 이상일 때 추가 보너스를 받을 수 있어요!"
"UI_Loading_16",94180050742534159,"Summon the boss and get him! You can get water droplets!","보스를 소환하여 잡아주세요! 추가 물방울을 획득할 수 있어요!"
"UI_Loading_17",94180050742534160,"Hurry up! The ice is melting.","서둘러요! 얼음이 녹고 있잖아요."
"UI_Loading_18",94180050742534161,"If you miss a litter, the glaciers will break!","쓰레기 무리를 놓치면 빙하가 깨져요!"
"UI_Loading_19",94180050742534162,"Polaris is the sheriff of the Pengo family.","폴라리스는 펭고 가문의 보안관이랍니다."
"UI_Loading_20",94180050742534163,"Team up with unique friends and strategize!","개성 넘치는 친구들로 팀을 구성하고 전략을 세워보세요!"
"UI_Loading_21",94180050742534164,"Razy is always late.","레이지는 항상 지각을 한답니다."
"UI_Loading_22",94180050742534165,"Join the official community through Discord
And take part in various benefits and events!","디스코드를 통해 공식 커뮤니티에 참여하고
각종 혜택과 이벤트에 참여해 보세요!"
"UI_DailyReward",94180050742534166,"Daily Reward","일일 랭킹 보상"
"UI_DailyReward_Desc",94180050742534167,"The reward was obtained according to the accumulated GO score on the day.
Try to get a high score today!","모아놓은 GO점수에 따라 보상을 획득했어!
오늘도 높은 점수를 향해 도전해보자!"
"UI_LastDailyReward",94180050742534168,"Daily Rank Reward","데일리 랭킹보상"
"UI_Receive",94180050742534169,"Receive","받기"
"UI_TodayScore",94180050742534170,"Today Score","Today Score"
"UI_Reward_Guide",94180050742534171,"What is this score?","오늘의 점수"
"UI_Reward_Guide_Desc",94180050742534172,"Please help me deal with the incoming waves of garbage! By handling the garbage or completing in-game missions, you can earn GO!
































































































































Your rank will be determined based on the accumulated GO for the day, and every day at {0} o'clock, I'll exchange them for TIK according to your rank!","몰려오는 쓰레기 무리들을 처리해줘!
쓰레기를 처리하거나 게임 내 임무를 수행하면
GO를 얻을 수 있을거야!

당일 쌓인 GO에 따라 순위가 정해지고
매일 {0}시에 순위에 따라 TIK으로 교환해줄거야!"
"UI_Guide",94180050742534173,"Guide","도움말"
"UI_Korean",94180050742534174,"한국어","한국어"
"UI_English",94180050742534175,"English","English"
"UI_Policy",94180050742534176,"Policy","정책"
"UI_Account",94180050742534177,"Account","계정"
"UI_Common_Store",94180050742534178,"Common","일반 상점"
"UI_Currency_Store",94180050742534179,"Currency","재화 충전"
"UI_Special_Store",94180050742534180,"Special","특별 상점"
"UI_Glacier_Store",94180050742534181,"Glacier Character","빙하"
"UI_Ocean_Store",94180050742534182,"Ocean Chacracter","바다"
"UI_Refund_Desc",94180050746728448,"Subscription withdrawal is possible within 7 days from the date of purchase.
(However, it is not possible to use a box that opens immediately or in part)","청약철회는 구매일로부터 7일 이내 가능합니다.
(단, 즉시 개봉되는 상자를 사용하거나 일부 사용 시 불가함)"
"UI_SeeMore",94180050746728449,"More","자세히보기"
"UI_Glacier_Category",94180050746728450,"Glacier Collection","빙하 캐릭터"
"UI_Ocean_Category",94180050746728451,"Ocean Collection","바다 캐릭터"
"UI_Unowned_Category",94180050746728452,"Unowned Collection","미보유 캐릭터"
"UI_Inbox",94180050746728453,"Inbox","우편함"
"UI_MSG_Inbox_Delete",94180050746728454,"Are you sure you want to delete it?","정말로 삭제하시겠습니까?"
"UI_Yes",94180050746728455,"Yes","예"
"UI_No",94180050746728456,"No","아니오"
"UI_Battle",94180050746728457,"Battle","배틀"
"UI_Go_Collect",94180050746728458,"Collect","Go 수집"
"UI_Tik_Swap",94180050746728459,"Swap","Tik 교환"
"UI_Inbox_Read_Delete",94180050746728460,"Delete Read Mail","읽은 메일 삭제"
"UI_All_Receive",94180050746728461,"All Receive","모두 수령"
"UI_Notice",94180050746728462,"Notice","안내"
"UI_Deploy",94180050746728463,"Deploy","배치하기"
"UI_Classup",94180050746728464,"Level Up","레벨업"
